;;;Enhed;År;;;;;;;;;;Vinter;;;;;;;;;;Forår;;;;;;;;;;Sommer;;;;;;;;;;Efterår;;;;;;;;;
Danmark;;;;Reference (1981-2010);Start århundrede (2011-2040);;;Midt århundrede (2041-2070);;;Slut århundrede (2071-2100);;;Reference (1981-2010);Start århundrede (2011-2040);;;Midt århundrede (2041-2070);;;Slut århundrede (2071-2100);;;Reference (1981-2010);Start århundrede (2011-2040);;;Midt århundrede (2041-2070);;;Slut århundrede (2071-2100);;;Reference (1981-2010);Start århundrede (2011-2040);;;Midt århundrede (2041-2070);;;Slut århundrede (2071-2100);;;Reference (1981-2010);Start århundrede (2011-2040);;;Midt århundrede (2041-2070);;;Slut århundrede (2071-2100);;
;;;;;Median;Nedre: 10-percentil;Øvre:  90-percentil;Median;Nedre: 10-percentil;Øvre:  90-percentil;Median;Nedre: 10-percentil;Øvre:  90-percentil;;Median;Nedre: 10-percentil;Øvre:  90-percentil;Median;Nedre: 10-percentil;Øvre:  90-percentil;Median;Nedre: 10-percentil;Øvre:  90-percentil;;Median;Nedre: 10-percentil;Øvre:  90-percentil;Median;Nedre: 10-percentil;Øvre:  90-percentil;Median;Nedre: 10-percentil;Øvre:  90-percentil;;Median;Nedre: 10-percentil;Øvre:  90-percentil;Median;Nedre: 10-percentil;Øvre:  90-percentil;Median;Nedre: 10-percentil;Øvre:  90-percentil;;Median;Nedre: 10-percentil;Øvre:  90-percentil;Median;Nedre: 10-percentil;Øvre:  90-percentil;Median;Nedre: 10-percentil;Øvre:  90-percentil
;Højt CO2-niveau (RCP8.5);Absolutte;mm/time;45,34;52,49;42,92;67,16;57,97;47,73;72,75;67,29;52,34;94,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Ændring;%;;14,92;-3,11;43,07;27,25;6,37;57,20;48,59;15,51;102,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2-årshændelse døgnnedbør;Mellem CO2-niveau (RCP4.5);Absolutte;mm/døgn;39,25;41,09;37,41;45,40;42,40;38,90;46,89;43,41;39,10;48,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Ændring;%;;4,98;-4,28;15,30;7,50;-0,26;19,33;10,31;-0,08;22,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Højt CO2-niveau (RCP8.5);Absolutte;mm/døgn;39,25;41,58;38,18;45,39;43,25;39,62;47,33;46,48;42,07;51,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Ændring;%;;5,36;-2,10;14,17;9,60;1,46;19,69;17,88;6,80;30,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-årshændelse døgnnedbør;Mellem CO2-niveau (RCP4.5);Absolutte;mm/døgn;48,56;50,96;45,77;57,63;52,66;47,55;59,40;53,85;47,64;60,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Ændring;%;;5,23;-5,39;17,79;7,85;-0,87;22,31;10,78;-1,41;25,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Højt CO2-niveau (RCP8.5);Absolutte;mm/døgn;48,56;51,66;46,82;57,62;53,84;48,20;60,14;58,11;51,49;66,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Ændring;%;;6,09;-2,80;16,66;10,04;0,19;22,73;19,37;5,46;35,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-årshændelse døgnnedbør;Mellem CO2-niveau (RCP4.5);Absolutte;mm/døgn;56,29;59,12;52,66;68,38;61,23;54,63;70,34;62,76;54,41;71,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Ændring;%;;5,49;-6,60;20,46;8,31;-1,83;25,24;11,51;-2,98;27,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Højt CO2-niveau (RCP8.5);Absolutte;mm/døgn;56,29;60,17;53,82;68,21;62,75;55,05;71,44;68,01;59,05;78,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Ændring;%;;6,62;-3,53;19,05;10,52;-0,88;25,39;20,71;4,07;39,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20-årshændelse døgnnedbør;Mellem CO2-niveau (RCP4.5);Absolutte;mm/døgn;64,69;67,86;60,05;80,96;70,53;62,21;83,11;72,62;61,18;84,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Ændring;%;;5,60;-8,16;23,78;8,85;-3,29;28,66;12,40;-4,99;29,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Højt CO2-niveau (RCP8.5);Absolutte;mm/døgn;64,69;69,60;60,97;80,07;72,53;62,23;84,38;78,95;67,31;93,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Ændring;%;;7,07;-4,70;21,63;11,12;-2,47;28,27;22,02;2,45;43,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-årshændelse døgnnedbør;Mellem CO2-niveau (RCP4.5);Absolutte;mm/døgn;76,92;80,54;70,37;100,98;83,91;72,65;103,26;87,22;70,11;103,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Ændring;%;;5,93;-10,81;28,83;9,53;-5,58;34,06;13,77;-8,33;33,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Højt CO2-niveau (RCP8.5);Absolutte;mm/døgn;76,92;83,55;70,53;98,61;86,93;72,21;104,73;95,33;79,05;116,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Ændring;%;;7,78;-6,63;25,23;12,11;-4,68;32,58;23,83;0,53;50,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100-årshændelse døgnnedbør;Mellem CO2-niveau (RCP4.5);Absolutte;mm/døgn;87,09;90,99;78,55;119,21;94,90;80,89;121,56;99,42;76,89;120,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Ændring;%;;6,29;-13,12;33,11;10,09;-7,40;38,83;14,84;-11,15;36,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Højt CO2-niveau (RCP8.5);Absolutte;mm/døgn;87,09;95,33;77,93;115,15;99,08;80,06;122,81;109,25;88,57;137,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Ændring;%;;8,57;-8,27;28,13;12,98;-6,32;36,56;25,48;-0,76;55,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gennemsnitstemperatur;Mellem CO2-niveau (RCP4.5);Absolutte;°C;8,45;9,21;8,52;9,60;9,83;9,34;10,42;10,33;9,83;10,91;1,69;2,39;1,71;3,39;3,11;2,33;4,01;3,70;2,82;4,50;7,08;7,82;7,11;8,49;8,52;7,82;9,19;9,04;8,09;9,47;15,73;16,42;15,65;16,94;17,08;16,36;17,65;17,56;16,70;18,23;9,08;9,95;9,60;10,38;10,55;10,10;10,88;11,16;10,57;11,57
;;Ændring;°C;;0,73;0,15;1,48;1,45;0,85;2,18;1,89;1,36;2,69;;0,69;-0,07;1,77;1,37;0,50;2,34;1,95;1,03;2,88;;0,71;-0,12;1,44;1,36;0,60;2,16;1,93;0,97;2,53;;0,73;-0,11;1,35;1,31;0,68;2,15;1,84;1,05;2,72;;0,89;0,35;1,25;1,48;1,04;1,95;1,96;1,37;2,69
;Højt CO2-niveau (RCP8.5);Absolutte;°C;8,45;9,36;9,09;9,54;10,41;10,03;10,81;11,81;11,35;12,51;1,69;2,62;2,32;2,83;3,65;3,01;4,16;5,16;4,63;5,78;7,08;7,94;7,70;8,18;8,88;8,54;9,41;10,20;9,58;10,71;15,73;16,63;16,19;17,06;17,77;16,94;18,30;19,24;18,17;20,23;9,08;10,18;9,64;10,40;11,13;10,81;11,72;12,59;12,04;13,73
;;Ændring;°C;;0,93;0,51;1,34;1,97;1,52;2,55;3,37;2,83;4,29;;0,92;0,59;1,26;1,93;1,19;2,57;3,55;2,78;4,25;;0,87;0,50;1,27;1,80;1,32;2,45;3,09;2,38;3,75;;0,89;0,42;1,51;2,03;1,17;2,74;3,50;2,44;4,72;;1,10;0,30;1,47;2,06;1,59;2,77;3,52;2,90;4,82
Daglig max-temperatur;Mellem CO2-niveau (RCP4.5);Absolutte;°C;11,96;12,66;12,09;13,26;13,28;12,78;13,95;13,76;12,97;14,14;3,88;4,52;3,99;5,61;5,20;4,49;6,11;5,74;5,02;6,65;11,36;12,01;11,34;12,86;12,78;12,03;13,55;13,17;12,18;13,70;20,33;21,01;20,15;21,65;21,60;20,75;22,25;22,00;20,98;22,73;12,07;12,89;12,56;13,54;13,49;12,99;13,97;13,93;13,32;14,32
;;Ændring;°C;;0,70;0,02;1,38;1,42;0,78;2,14;1,71;1,12;2,48;;0,68;-0,06;1,75;1,38;0,48;2,30;1,72;1,09;2,91;;0,65;-0,24;1,53;1,40;0,44;2,20;1,89;0,79;2,55;;0,65;-0,28;1,39;1,24;0,45;2,12;1,64;0,51;2,18;;0,88;0,24;1,24;1,48;0,98;1,98;1,70;1,27;2,28
;Højt CO2-niveau (RCP8.5);Absolutte;°C;11,96;12,84;12,55;13,08;13,82;13,45;14,33;15,16;14,68;15,67;3,88;4,78;4,51;4,99;5,81;5,13;6,32;7,25;6,78;7,82;11,36;12,16;11,87;12,43;13,05;12,65;13,66;14,25;13,50;14,75;20,33;21,22;20,76;21,71;22,32;21,45;22,92;23,60;22,40;24,68;12,07;13,12;12,61;13,41;14,08;13,76;14,76;15,31;14,86;16,09
;;Ændring;°C;;0,88;0,45;1,34;1,91;1,40;2,55;3,18;2,62;3,73;;0,90;0,59;1,26;1,95;1,14;2,61;3,31;2,68;4,10;;0,79;0,39;1,30;1,75;1,15;2,44;2,92;2,03;3,63;;0,83;0,22;1,50;1,94;0,86;2,72;3,17;1,93;4,23;;1,08;0,26;1,48;2,02;1,51;2,76;3,21;2,75;3,90
Daglig min-temperatur;Mellem CO2-niveau (RCP4.5);Absolutte;°C;4,79;5,58;5,07;6,10;6,27;5,77;6,80;6,67;6,17;7,19;-0,83;-0,07;-0,90;0,82;0,70;-0,16;1,57;1,04;0,51;2,24;3,01;3,84;3,03;4,28;4,47;3,84;5,09;4,87;4,19;5,44;10,99;11,81;10,92;12,20;12,50;11,75;13,02;12,91;12,04;13,32;5,92;6,78;6,45;7,12;7,42;7,02;7,69;7,83;7,40;8,20
;;Ændring;°C;;0,77;0,29;1,57;1,49;0,95;2,22;1,83;1,28;2,56;;0,73;-0,05;1,83;1,46;0,52;2,41;1,92;1,14;3,02;;0,75;0,02;1,41;1,33;0,77;2,16;1,82;1,16;2,55;;0,85;0,02;1,41;1,51;0,85;2,24;1,84;1,11;2,50;;0,90;0,45;1,31;1,50;1,09;1,95;1,90;1,37;2,31
;Højt CO2-niveau (RCP8.5);Absolutte;°C;4,79;5,76;5,47;5,95;6,87;6,51;7,24;8,22;7,87;8,65;-0,83;0,12;-0,18;0,34;1,22;0,53;1,73;2,57;2,19;3,19;3,01;3,88;3,59;4,14;4,87;4,52;5,37;6,16;5,64;6,73;10,99;11,99;11,61;12,38;13,18;12,44;13,66;14,57;13,82;15,47;5,92;7,01;6,43;7,23;8,02;7,62;8,53;9,33;8,97;10,04
;;Ændring;°C;;0,98;0,58;1,35;2,04;1,64;2,59;3,41;2,99;3,92;;0,98;0,61;1,26;2,04;1,29;2,64;3,48;2,83;4,13;;0,89;0,52;1,21;1,86;1,46;2,46;3,09;2,55;3,73;;0,98;0,65;1,58;2,22;1,55;2,84;3,60;2,86;4,57;;1,13;0,36;1,52;2,18;1,66;2,79;3,45;2,93;4,10
Højeste temperatur;Mellem CO2-niveau (RCP4.5);Absolutte;°C;29,41;29,96;28,29;30,96;30,58;29,06;31,73;30,98;29,01;31,77;10,26;10,93;10,31;11,61;11,53;10,94;12,23;11,93;11,29;12,68;23,66;23,77;22,76;25,44;24,78;23,66;26,34;24,81;23,79;26,51;29,33;29,84;28,14;30,92;30,49;28,84;31,62;30,87;28,78;31,67;22,61;23,38;22,13;25,44;24,17;22,27;25,59;24,15;22,63;25,95
;;Ændring;°C;;0,38;-0,70;1,48;1,04;0,12;2,30;1,42;-0,02;2,21;;0,67;0,14;1,48;1,45;0,55;1,89;1,68;0,87;2,26;;0,32;-0,71;1,53;1,36;0,08;2,32;1,50;0,24;2,49;;0,39;-0,83;1,41;0,96;0,05;2,29;1,41;-0,17;2,13;;1,00;-0,27;2,77;1,67;0,05;3,09;1,85;-0,13;2,91
;Højt CO2-niveau (RCP8.5);Absolutte;°C;29,41;30,30;29,28;31,08;31,35;29,84;32,37;32,90;30,87;33,94;10,26;11,08;10,59;11,65;12,07;11,36;12,56;13,21;12,60;13,86;23,66;24,26;23,33;25,12;24,94;23,76;25,97;25,45;24,50;27,17;29,33;30,24;29,20;31,01;31,25;29,54;32,29;32,83;30,64;33,87;22,61;23,43;22,63;24,43;24,67;23,69;26,09;25,75;24,75;27,64
;;Ændring;°C;;0,84;0,03;1,54;1,85;0,72;2,83;3,34;1,71;4,52;;0,72;0,36;1,49;1,72;1,14;2,44;2,85;2,21;3,62;;0,58;-0,10;1,40;1,25;0,49;2,28;2,05;1,03;3,35;;0,86;-0,08;1,56;1,84;0,63;2,85;3,34;1,52;4,54;;0,89;-0,12;1,88;1,98;1,17;3,46;2,99;2,08;5,18
Laveste temperatur;Mellem CO2-niveau (RCP4.5);Absolutte;°C;-11,06;-9,74;-11,38;-7,63;-8,11;-9,78;-6,03;-7,32;-9,47;-5,72;-10,54;-9,35;-10,88;-7,24;-7,97;-9,45;-5,81;-7,22;-9,12;-5,48;-5,40;-4,81;-6,40;-3,07;-3,37;-5,03;-1,70;-3,08;-4,38;-0,93;4,46;5,14;3,84;6,11;5,97;4,55;6,82;6,16;4,71;7,00;-3,17;-2,19;-4,24;-1,37;-1,73;-3,44;-0,57;-1,31;-2,88;-0,01
;;Ændring;°C;;1,52;0,04;3,55;2,98;1,28;4,79;3,57;2,15;5,67;;1,38;0,03;3,29;2,65;1,07;4,33;3,30;1,80;5,07;;0,91;-0,27;2,88;2,49;0,87;4,02;2,80;1,50;4,78;;0,82;0,25;1,63;1,61;0,92;2,29;1,95;1,15;2,55;;0,85;0,14;1,71;1,58;0,82;2,39;2,04;0,96;2,90
;Højt CO2-niveau (RCP8.5);Absolutte;°C;-11,06;-9,21;-10,46;-8,00;-7,16;-9,04;-5,63;-4,69;-6,23;-3,68;-10,54;-8,95;-10,03;-7,84;-6,87;-8,69;-5,44;-4,55;-6,07;-3,49;-5,40;-4,00;-5,56;-3,24;-2,86;-4,19;-1,75;-1,48;-2,52;-0,17;4,46;5,48;4,11;6,16;6,56;5,23;7,64;7,88;6,73;8,78;-3,17;-2,09;-3,84;-1,26;-1,25;-2,55;-0,30;-0,04;-1,12;1,30
;;Ændring;°C;;1,85;0,78;2,89;3,71;2,20;5,75;5,99;4,45;7,83;;1,57;0,70;2,53;3,45;2,09;5,25;5,73;4,07;7,45;;1,32;0,21;2,36;2,55;1,68;3,76;4,11;2,55;5,82;;1,10;0,56;1,54;2,18;1,38;3,09;3,54;2,69;4,43;;1,23;0,19;1,90;2,04;1,28;2,83;3,46;2,23;4,78
Årets temperatur-interval;Mellem CO2-niveau (RCP4.5);Absolutte;°C;29,16;28,46;27,00;29,84;27,85;26,38;29,23;27,58;25,86;28,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Ændring;°C;;-0,74;-2,25;0,64;-1,31;-2,86;0,04;-1,42;-3,30;-0,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Højt CO2-niveau (RCP8.5);Absolutte;°C;29,16;28,54;27,62;29,26;27,94;26,64;29,33;27,78;25,33;29,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Ændring;°C;;-0,71;-1,60;0,31;-0,93;-2,58;0,06;-1,47;-3,55;0,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Døgnets temperatur-interval;Mellem CO2-niveau (RCP4.5);Absolutte;°C;7,17;7,10;6,90;7,30;7,08;6,86;7,26;7,04;6,83;7,24;4,69;4,66;4,49;4,86;4,60;4,43;4,79;4,60;4,40;4,86;8,30;8,28;7,90;8,65;8,27;7,92;8,67;8,24;7,91;8,70;9,34;9,25;8,84;9,63;9,17;8,80;9,59;9,17;8,74;9,59;6,15;6,13;5,79;6,44;6,08;5,87;6,53;6,06;5,72;6,37
;;Ændring;°C;;-0,09;-0,26;0,08;-0,13;-0,24;0,09;-0,17;-0,33;0,07;;-0,08;-0,22;0,10;-0,11;-0,30;0,02;-0,14;-0,34;0,03;;-0,06;-0,32;0,16;-0,01;-0,31;0,16;-0,07;-0,37;0,21;;-0,10;-0,59;0,14;-0,25;-0,62;0,11;-0,22;-0,81;-0,04;;-0,03;-0,27;0,12;-0,07;-0,21;0,17;-0,09;-0,33;0,12
;Højt CO2-niveau (RCP8.5);Absolutte;°C;7,17;7,11;6,94;7,20;7,02;6,80;7,18;6,88;6,69;7,15;4,69;4,67;4,52;4,82;4,62;4,42;4,82;4,61;4,28;4,87;8,30;8,30;8,00;8,48;8,18;7,92;8,50;8,01;7,68;8,46;9,34;9,23;8,94;9,46;9,11;8,66;9,48;8,97;8,39;9,43;6,15;6,13;5,95;6,34;6,06;5,80;6,39;5,97;5,65;6,28
;;Ændring;°C;;-0,09;-0,20;0,04;-0,17;-0,35;-0,01;-0,29;-0,53;-0,05;;-0,04;-0,20;0,12;-0,09;-0,31;0,12;-0,11;-0,51;0,18;;-0,03;-0,32;0,16;-0,14;-0,42;0,14;-0,26;-0,69;0,03;;-0,18;-0,48;0,07;-0,28;-0,72;0,00;-0,47;-1,08;-0,02;;-0,05;-0,20;0,10;-0,12;-0,28;0,09;-0,19;-0,51;0,02
Hedebølgedage;Mellem CO2-niveau (RCP4.5);Absolutte;døgn;3,14;4,05;1,96;7,25;6,00;3,49;8,77;7,37;3,34;9,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Ændring;døgn;;0,79;-1,22;3,74;2,55;0,30;5,26;3,58;0,79;6,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Højt CO2-niveau (RCP8.5);Absolutte;døgn;3,14;4,81;3,15;6,61;8,10;4,71;11,86;14,15;7,72;21,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Ændring;døgn;;1,54;-0,34;3,51;4,94;1,58;8,41;11,11;4,64;18,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Varmebølgedage;Mellem CO2-niveau (RCP4.5);Absolutte;døgn;13,52;17,63;12,27;23,79;22,53;18,19;29,72;26,14;17,98;30,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Ændring;døgn;;3,49;-2,38;9,85;8,85;3,74;15,97;11,47;3,43;17,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Højt CO2-niveau (RCP8.5);Absolutte;døgn;13,52;19,17;15,07;22,75;27,82;20,58;37,21;40,70;30,02;57,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Ændring;døgn;;5,50;-0,04;9,60;14,12;6,77;23,40;27,45;15,22;43,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Frostdøgn ;Mellem CO2-niveau (RCP4.5);Absolutte;døgn;78,55;63,85;45,22;75,12;51,03;38,09;67,99;47,83;27,19;57,10;48,43;42,18;32,27;48,65;35,41;27,96;44,33;32,58;22,10;38,47;19,75;15,08;8,03;19,57;11,00;5,59;17,13;10,12;2,52;14,06;0,01;0,00;0,00;0,02;0,00;0,00;0,02;0,00;0,00;0,02;9,89;6,57;4,18;9,23;4,87;2,72;7,77;3,80;1,49;6,53
;;Ændring;døgn;;-12,33;-28,75;-3,64;-22,72;-37,58;-12,46;-30,96;-40,60;-15,49;;-6,11;-14,37;1,55;-11,83;-20,55;-4,64;-15,52;-25,22;-9,31;;-4,69;-8,01;0,92;-6,92;-12,62;-3,70;-9,52;-14,26;-5,34;;-0,01;-0,04;0,00;-0,01;-0,04;0,00;0,00;-0,05;0,00;;-2,87;-4,31;-0,09;-4,57;-5,99;-1,77;-5,16;-7,04;-2,71
;Højt CO2-niveau (RCP8.5);Absolutte;døgn;78,55;61,59;54,80;67,06;45,46;35,30;52,92;27,94;16,85;33,48;48,43;40,80;37,21;43,81;32,23;26,01;38,44;20,95;13,77;25,16;19,75;14,99;11,19;17,25;9,67;5,61;11,72;5,02;1,47;6,86;0,01;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;9,89;5,96;3,92;8,66;3,85;2,23;5,78;1,86;0,58;3,06
;;Ændring;døgn;;-16,83;-24,06;-9,28;-31,91;-41,91;-25,31;-50,52;-58,92;-44,06;;-8,00;-11,54;-4,66;-16,32;-22,90;-10,50;-28,52;-34,78;-21,72;;-5,04;-7,66;-2,80;-10,16;-12,67;-8,34;-14,47;-17,64;-12,52;;-0,01;-0,03;0,00;-0,01;-0,04;0,00;-0,01;-0,04;0,00;;-3,83;-5,97;-0,89;-5,86;-7,41;-4,05;-7,74;-9,30;-5,93
Vækstsæson;Mellem CO2-niveau (RCP4.5);Absolutte;døgn;249,26;267,73;256,12;286,57;290,91;275,34;305,79;306,01;289,03;320,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Ændring;døgn;;19,63;3,27;36,63;39,45;25,81;59,16;55,54;33,67;67,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Højt CO2-niveau (RCP8.5);Absolutte;døgn;249,26;276,13;266,91;286,85;305,31;291,56;315,54;331,88;323,05;341,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Ændring;døgn;;27,52;12,80;42,44;53,07;40,95;71,26;81,10;68,66;94,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Middelvind;Mellem CO2-niveau (RCP4.5);Absolutte;m/s;4,95;4,93;4,85;5,02;4,92;4,83;5,00;4,90;4,80;4,97;5,57;5,55;5,25;5,76;5,56;5,29;5,79;5,50;5,32;5,82;4,97;4,94;4,81;5,06;4,90;4,76;5,02;4,85;4,74;4,99;4,38;4,36;4,27;4,45;4,36;4,28;4,45;4,34;4,25;4,42;4,93;4,89;4,80;5,01;4,87;4,76;4,98;4,85;4,75;4,97
;;Ændring;%;;-0,59;-2,24;0,97;-0,87;-2,45;0,77;-1,37;-3,49;0,39;;-0,79;-5,69;3,25;-1,37;-4,47;4,48;-1,08;-5,08;3,87;;-0,48;-3,91;1,62;-1,72;-4,37;1,16;-2,46;-5,15;0,48;;-0,42;-2,45;2,02;-0,52;-2,37;2,09;-0,97;-3,39;1,08;;0,08;-3,03;2,34;-1,11;-3,66;1,71;-1,32;-3,85;1,69
;Højt CO2-niveau (RCP8.5);Absolutte;m/s;4,95;4,94;4,89;5,00;4,91;4,82;5,00;4,92;4,80;5,04;5,57;5,56;5,43;5,72;5,50;5,22;5,72;5,54;5,35;5,79;4,97;4,92;4,83;5,00;4,87;4,77;5,02;4,87;4,77;5,00;4,38;4,37;4,29;4,45;4,38;4,29;4,48;4,34;4,17;4,46;4,93;4,92;4,81;5,03;4,92;4,79;5,02;4,93;4,73;5,12
;;Ændring;%;;-0,35;-1,91;1,42;-0,96;-2,69;0,93;-0,66;-3,03;1,65;;-0,27;-3,02;2,79;-1,85;-5,50;1,99;-0,25;-4,54;3,70;;-0,89;-3,94;1,80;-1,45;-4,93;1,56;-1,82;-4,26;0,88;;-0,09;-2,25;1,87;-0,18;-2,24;2,20;-0,98;-4,88;1,96;;0,32;-3,27;3,17;-0,01;-3,04;2,65;-0,07;-3,49;4,65
Ekstremvind;Mellem CO2-niveau (RCP4.5);Absolutte;døgn;0,10;0,08;0,04;0,16;0,09;0,05;0,18;0,12;0,06;0,20;0,07;0,05;0,02;0,13;0,07;0,03;0,14;0,09;0,05;0,17;0,00;0,00;0,00;0,01;0,00;0,00;0,02;0,00;0,00;0,02;0,00;0,00;0,00;0,01;0,00;0,00;0,02;0,00;0,00;0,02;0,01;0,02;0,00;0,06;0,02;0,00;0,07;0,01;0,00;0,06
;;Ændring;døgn;;-0,02;-0,10;0,04;-0,01;-0,09;0,05;0,00;-0,09;0,08;;-0,02;-0,09;0,02;-0,02;-0,07;0,04;0,00;-0,07;0,08;;0,00;-0,02;0,01;0,00;-0,02;0,01;0,00;-0,01;0,02;;0,00;-0,01;0,00;0,00;-0,01;0,01;0,00;-0,01;0,01;;0,00;-0,02;0,04;0,00;-0,02;0,04;-0,01;-0,04;0,02
;Højt CO2-niveau (RCP8.5);Absolutte;døgn;0,10;0,09;0,05;0,14;0,09;0,05;0,18;0,13;0,08;0,22;0,07;0,06;0,04;0,11;0,07;0,03;0,14;0,10;0,05;0,17;0,00;0,00;0,00;0,01;0,00;0,00;0,01;0,00;0,00;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,00;0,03;0,02;0,00;0,04;0,02;0,01;0,05
;;Ændring;døgn;;-0,02;-0,10;0,05;-0,01;-0,08;0,08;0,02;-0,06;0,10;;-0,01;-0,09;0,04;-0,01;-0,07;0,05;0,01;-0,05;0,09;;0,00;-0,01;0,01;0,00;-0,01;0,01;0,00;-0,01;0,01;;0,00;0,00;0,00;0,00;-0,01;0,00;0,00;-0,01;0,00;;0,00;-0,03;0,02;0,00;-0,02;0,02;0,01;-0,02;0,03
Solindstråling;Mellem CO2-niveau (RCP4.5);Absolutte;W/m2;117,18;116,03;113,72;118,45;115,72;113,11;117,84;114,90;112,41;117,39;26,28;25,83;24,13;27,15;25,22;23,93;26,95;24,97;23,29;26,31;161,35;159,12;154,37;164,25;158,51;154,86;164,74;156,48;152,79;162,74;210,80;209,72;204,05;215,92;209,08;202,53;214,40;208,34;200,90;214,73;67,61;67,84;65,80;69,59;67,90;65,77;69,56;67,70;65,68;69,49
;;Ændring;%;;-0,83;-2,69;1,31;-1,42;-3,25;0,74;-2,05;-4,04;0,34;;-1,95;-8,26;3,95;-4,15;-9,09;3,12;-5,00;-11,10;1,12;;-1,36;-4,43;2,24;-1,53;-5,01;1,65;-3,32;-5,65;1,08;;-0,54;-3,27;2,87;-1,20;-4,15;1,99;-1,24;-4,57;2,24;;0,39;-2,92;2,84;0,14;-2,66;3,11;-0,03;-2,85;3,09
;Højt CO2-niveau (RCP8.5);Absolutte;W/m2;117,18;115,91;114,30;117,55;114,67;112,22;116,91;113,03;109,06;116,73;26,28;25,71;24,96;26,59;25,02;23,93;25,94;23,93;22,54;25,44;161,35;159,70;155,47;162,72;156,82;152,42;161,61;153,09;146,49;160,49;210,80;209,01;204,75;212,90;207,59;201,35;213,51;204,84;196,67;214,97;67,61;67,53;66,37;68,80;67,35;65,80;69,29;66,67;63,83;69,76
